clientid;income;sexo;Produto;age;loan;default;tempo;Prodb;ProdC
584;45447;1;prodA;19;8475;1;45;0;0
585;37143;1;prodA;50;161;0;2;0;0
586;58321;1;prodA;20;10033;1;40;0;0
587;24826;1;prodA;55;3650;0;0;0;0
588;20511;1;prodA;27;932;0;3;0;0
589;48326;1;prodA;36;7169;0;8;0;0
590;55441;1;prodA;48;10769;0;9;0;0
591;60497;1;prodA;34;1115;0;5;0;0
592;25296;1;prodA;44;1320;0;3;0;0
593;50414;1;prodA;56;2468;0;9;0;0
594;67984;1;prodA;27;1643;0;6;0;0
595;50382;1;prodA;57;9184;0;8;0;0
596;49413;1;prodA;19;2554;0;3;0;0
597;61465;1;prodA;36;5099;0;4;0;0
598;53784;1;prodA;24;2762;0;0;0;0
599;35993;1;prodA;42;902;0;7;0;0
600;63402;1;prodA;47;7531;0;1;0;0
601;40485;1;prodA;39;1094;0;0;0;0
602;26168;1;prodA;42;3041;0;1;0;0
603;60044;1;prodA;61;6823;0;8;0;0
604;23985;1;prodA;51;4622;0;3;0;0
605;40360;1;prodA;32;1784;0;0;0;0
606;33584;1;prodA;62;1252;0;7;0;0
607;68039;1;prodA;63;10109;0;8;0;0
608;45652;1;prodA;54;5408;0;3;0;0
609;34399;1;prodA;32;6020;1;50;0;0
610;57628;1;prodA;24;5022;0;4;0;0
611;24295;1;prodA;22;4360;1;58;0;0
612;52219;1;prodA;38;9792;0;0;0;0
613;50062;1;prodA;55;6145;0;2;0;0
614;49352;1;prodA;58;3363;0;9;0;0
615;21087;1;prodB;49;3354;0;7;1;0
616;23812;1;prodB;43;2717;0;1;1;0
617;49395;1;prodB;41;5928;0;3;1;0
618;33339;1;prodB;47;2930;0;6;1;0
619;29668;1;prodB;39;2042;0;6;1;0
620;45937;1;prodB;42;8525;0;2;1;0
621;55948;1;prodB;40;8569;0;6;1;0
622;53240;1;prodB;64;4606;0;5;1;0
623;43694;1;prodB;50;5050;0;8;1;0
624;24078;1;prodB;38;3276;0;3;1;0
625;50259;1;prodB;23;1086;0;1;1;0
626;41817;1;prodB;49;4535;0;9;1;0
627;36893;1;prodB;54;6464;0;2;1;0
628;23887;1;prodA;34;4440;1;60;0;0
629;48758;1;prodB;23;1834;0;9;1;0
630;34602;1;prodB;34;2430;0;1;1;0
631;52986;1;prodB;50;4929;0;9;1;0
632;50741;1;prodB;22;785;0;10;1;0
633;53097;1;prodB;36;2663;0;3;1;0
634;38500;1;prodB;54;7572;0;10;1;0
635;41004;1;prodB;56;1016;0;6;1;0
636;63585;1;prodB;49;1595;0;2;1;0
637;31824;1;prodB;31;2290;0;4;1;0
638;26243;1;prodB;33;1801;0;4;1;0
639;63531;1;prodB;19;6918;0;1;1;0
640;64751;1;prodB;54;2290;0;4;1;0
641;31091;1;prodB;51;4071;0;8;1;0
642;66871;1;prodB;63;3614;0;8;1;0
643;25099;1;prodB;52;2612;0;8;1;0
644;33721;1;prodB;47;1366;0;3;1;0
645;28183;1;prodB;26;2286;0;1;1;0
646;27335;1;prodB;43;2964;0;6;1;0
647;68695;1;prodA;23;12732;1;41;0;0
648;46196;1;prodB;27;2889;0;6;1;0
649;34488;1;prodB;27;2156;0;4;1;0
650;57828;1;prodA;24;10817;1;53;0;0
651;20346;1;prodB;36;656;0;9;1;0
652;60481;1;prodB;53;3216;0;1;1;0
653;51916;1;prodB;44;2283;0;7;1;0
654;54626;1;prodA;32;8620;1;58;0;0
655;48305;1;prodB;55;4833;0;7;1;0
656;28578;1;prodB;21;1639;0;10;1;0
657;53401;1;prodB;58;10418;0;8;1;0
658;43414;1;prodB;44;7171;0;3;1;0
659;47526;1;prodB;57;8957;0;6;1;0
660;46082;1;prodB;55;2921;0;9;1;0
661;32196;1;prodB;62;4980;0;1;1;0
662;49067;1;prodB;61;7259;0;9;1;0
663;21293;1;prodB;42;1369;0;0;1;0
664;52101;1;prodB;23;4767;0;2;1;0
665;48334;1;prodB;53;2234;0;1;1;0
666;58508;1;prodB;49;694;0;10;1;0
667;27521;1;prodB;35;2700;0;4;1;0
668;63914;1;prodB;26;139;0;0;1;0
669;28599;1;prodB;53;524;0;6;1;0
670;23298;1;prodB;49;1741;0;4;1;0
671;35698;1;prodB;51;2908;0;1;1;0
672;40376;1;prodB;39;3902;0;5;1;0
673;56535;1;prodB;28;2161;0;3;1;0
674;36089;1;prodB;42;6222;0;3;1;0
675;34159;1;prodB;29;2911;0;10;1;0
676;29732;1;prodB;39;3485;0;9;1;0
677;41736;1;prodA;35;7603;1;49;0;0
678;42236;1;prodB;25;4749;0;4;1;0
679;28797;1;prodB;45;706;0;9;1;0
680;55097;1;prodA;34;9342;1;45;0;0
681;40917;1;prodB;48;5220;0;0;1;0
682;20908;1;prodA;29;3134;1;43;0;0
683;58000;1;prodB;63;860;0;10;1;0
684;57747;1;prodB;64;727;0;4;1;0
685;55116;1;prodB;41;10285;0;6;1;0
686;57766;1;prodB;44;5445;0;6;1;0
687;45201;1;prodB;44;7336;0;5;1;0
688;42435;1;prodB;51;2766;0;10;1;0
689;46366;1;prodB;42;5443;0;4;1;0
690;57188;1;prodB;59;9391;0;0;1;0
691;66540;1;prodB;58;12129;0;4;1;0
692;25245;1;prodB;53;1279;0;5;1;0
693;54780;1;prodB;61;8134;0;1;1;0
694;59253;1;prodB;37;7327;0;2;1;0
695;48540;1;prodB;21;1013;0;8;1;0
696;30415;1;prodA;23;4362;1;53;0;0
697;48769;1;prodB;26;501;0;1;1;0
698;52299;1;prodA;18;7881;1;55;0;0
699;42242;1;prodB;34;2070;0;10;1;0
700;28219;1;prodB;43;1305;0;6;1;0
701;40208;1;prodB;61;459;0;6;1;0
702;61420;1;prodA;31;9922;1;41;0;0
703;51283;1;prodA;27;8445;1;40;0;0
704;36018;1;prodB;44;1526;0;0;1;0
705;57575;1;prodA;34;9857;1;58;0;0
706;53331;1;prodB;42;2344;0;8;1;0
707;39835;1;prodB;63;700;0;0;1;0
708;62469;1;prodB;24;7287;0;8;1;0
709;40335;1;prodB;46;6809;0;3;1;0
710;47543;1;prodB;41;9448;0;10;1;0
711;55884;1;prodB;27;975;0;8;1;0
712;29163;1;prodB;44;1469;0;6;1;0
713;47786;1;prodA;30;7181;1;55;0;0
714;29736;1;prodB;35;657;0;9;1;0
715;50831;1;prodA;24;9573;1;51;0;0
716;62030;1;prodB;47;7573;0;3;1;0
717;54049;1;prodB;55;4570;0;1;1;0
718;34336;1;prodB;36;3442;0;9;1;0
719;31896;1;prodB;48;3423;0;0;1;0
720;51895;1;prodB;59;6580;0;10;1;0
721;37617;1;prodB;53;5732;0;8;1;0
722;22077;1;prodB;57;3948;0;4;1;0
723;56253;1;prodB;57;7327;0;1;1;0
724;26317;1;prodB;37;923;0;5;1;0
725;23121;1;prodB;40;1418;0;7;1;0
726;39033;1;prodB;60;5758;0;7;1;0
727;32421;1;prodB;32;1494;0;9;1;0
728;68827;1;prodB;25;1049;0;5;1;0
729;58092;1;prodB;42;5278;0;4;1;0
730;43539;1;prodB;46;8524;0;3;1;0
731;64040;1;prodB;59;5409;0;1;1;0
732;34395;1;prodB;26;2090;0;1;1;0
733;57406;1;prodB;46;6915;0;4;1;0
734;22581;1;prodB;41;34;0;1;1;0
735;27953;1;prodB;42;3965;0;7;1;0
736;54023;1;prodA;27;10641;1;52;0;0
737;63546;1;prodB;44;6170;0;5;1;0
738;60713;1;prodB;56;396;0;4;1;0
739;44519;1;prodB;32;1446;0;8;1;0
740;40998;1;prodB;56;7908;0;2;1;0
741;63661;1;prodB;26;6095;0;7;1;0
742;34429;1;prodB;40;2240;0;8;1;0
743;29182;1;prodB;48;2530;0;6;1;0
744;52510;1;prodB;40;1858;0;5;1;0
745;37536;1;prodB;26;2634;0;4;1;0
746;35684;1;prodB;45;4338;0;6;1;0
747;45622;1;prodB;42;528;0;6;1;0
748;67385;1;prodB;29;6747;0;7;1;0
749;69412;1;prodB;47;12177;0;6;1;0
750;48323;1;prodA;29;7733;1;44;0;0
751;40837;1;prodA;22;6994;1;56;0;0
752;38036;1;prodB;61;4299;0;6;1;0
753;42697;1;prodB;45;222;0;2;1;0
754;24182;1;prodB;22;1529;0;3;1;0
755;33194;1;prodB;51;6615;0;3;1;0
756;32541;1;prodB;34;781;0;2;1;0
757;38381;1;prodB;54;323;0;8;1;0
758;25922;1;prodB;58;5105;0;8;1;0
759;58811;1;prodA;22;9100;1;52;0;0
760;63026;1;prodB;57;2957;0;0;1;0
761;29954;1;prodB;62;5774;0;8;1;0
762;40642;1;prodB;38;5042;0;8;1;0
763;43941;1;prodB;38;2855;0;0;1;0
764;65167;1;prodA;26;8859;1;55;0;0
765;58820;1;prodB;31;531;0;8;1;0
766;50720;1;prodB;43;4771;0;3;1;0
767;46767;1;prodB;48;2383;0;9;1;0
768;67521;1;prodB;45;13042;0;7;1;0
769;28386;1;prodB;31;1719;0;6;1;0
770;68276;1;prodB;35;4842;0;2;1;0
771;30732;1;prodB;40;1130;0;10;1;0
772;30012;1;prodB;55;3972;0;0;1;0
773;38075;1;prodB;53;6929;0;2;1;0
774;55932;1;prodB;44;4876;0;6;1;0
775;27966;1;prodB;54;4445;0;9;1;0
776;53826;1;prodB;50;5273;0;9;1;0
777;65452;1;prodB;60;8129;0;0;1;0
778;39474;1;prodB;42;6034;0;0;1;0
779;42345;1;prodB;47;6800;0;0;1;0
780;36113;1;prodB;61;3737;0;9;1;0
781;32721;1;prodA;34;4367;1;42;0;0
782;27974;1;prodB;50;403;0;3;1;0
783;21306;1;prodB;35;3791;0;0;1;0
784;36029;1;prodB;53;2928;0;0;1;0
785;48458;1;prodA;22;8108;1;50;0;0
786;46039;1;prodB;39;6869;0;10;1;0
787;34247;1;prodA;35;6459;1;40;0;0
788;64248;1;prodB;32;4513;0;9;1;0
789;62110;1;prodB;41;2816;0;7;1;0
790;21482;1;prodB;20;1138;0;10;1;0
791;20762;1;prodB;25;2385;0;9;1;0
792;33757;1;prodB;41;1170;0;6;1;0
793;54326;1;prodA;30;6979;1;47;0;0
794;33198;1;prodB;59;3993;0;0;1;0
795;56846;1;prodB;30;5268;0;5;1;0
796;26543;1;prodB;46;4233;0;6;1;0
797;53201;1;prodB;60;3090;0;0;1;0
798;38073;1;prodB;32;2284;0;7;1;0
799;43937;1;prodB;56;3214;0;5;1;0
800;49285;1;prodB;52;494;0;9;1;0
801;22869;1;prodB;26;528;0;6;1;0
802;60113;1;prodB;41;8253;0;3;1;0
803;23613;1;prodB;32;2469;0;6;1;0
804;68755;1;prodB;53;10991;0;0;1;0
805;26449;1;prodB;46;2952;0;9;1;0
806;42855;1;prodB;47;4924;0;10;1;0
807;25687;1;prodB;36;3728;0;4;1;0
808;67126;1;prodB;36;7482;0;6;1;0
809;27428;1;prodB;60;720;0;3;1;0
810;37146;1;prodB;53;1511;0;6;1;0
811;41703;1;prodB;42;6106;0;5;1;0
812;20711;1;prodB;50;3961;0;7;1;0
813;39124;1;prodB;45;401;0;8;1;0
814;32835;1;prodB;61;4185;0;8;1;0
815;26267;1;prodB;59;1136;0;1;1;0
816;41254;1;prodA;29;6993;1;52;0;0
817;38269;1;prodB;31;2522;0;2;1;0
818;37087;1;prodB;58;6391;0;5;1;0
819;38458;1;prodB;56;3644;0;5;1;0
820;40186;1;prodB;31;1002;0;2;1;0
821;65482;1;prodB;45;10614;0;4;1;0
822;57427;1;prodB;20;2462;0;8;1;0
823;47903;1;prodB;46;4283;0;4;1;0
824;34222;1;prodB;52;3582;0;2;1;0
825;28481;1;prodB;47;5302;0;4;1;0
826;43070;1;prodB;41;4092;0;9;1;0
827;33094;1;prodB;33;3853;0;10;1;0
828;61364;1;prodB;62;9637;0;4;1;0
829;68101;1;prodB;48;8125;0;10;1;0
830;50551;1;prodB;57;5263;0;7;1;0
831;54421;1;prodB;23;6230;0;5;1;0
832;32152;1;prodB;57;3551;0;10;1;0
833;40231;1;prodB;59;745;0;1;1;0
834;53483;1;prodB;29;1460;0;10;1;0
835;65138;1;prodB;42;10352;0;2;1;0
836;29497;1;prodB;55;2217;0;10;1;0
837;45182;1;prodB;48;2243;0;4;1;0
838;24995;1;prodB;35;52;0;9;1;0
839;54821;1;prodA;21;10071;1;41;0;0
840;62956;1;prodB;30;208;0;5;1;0
841;52956;1;prodB;25;959;0;2;1;0
842;40366;1;prodA;32;7411;1;46;0;0
843;60005;1;prodB;40;10678;0;9;1;0
844;37598;1;prodB;55;3642;0;5;1;0
845;61323;1;prodB;60;8700;0;3;1;0
846;21244;1;prodB;58;3439;0;5;1;0
847;62111;1;prodB;26;499;0;2;1;0
848;56525;1;prodB;55;5297;0;4;1;0
849;51718;1;prodB;34;1037;0;10;1;0
850;43206;1;prodB;23;4835;0;3;1;0
851;26934;1;prodB;36;4113;0;3;1;0
852;68967;1;prodB;54;6691;0;7;1;0
853;31527;1;prodB;59;2063;0;10;1;0
854;46839;1;prodB;29;1498;0;6;1;0
855;32151;1;prodB;43;4602;0;5;1;0
856;40832;1;prodB;47;6430;0;7;1;0
857;30869;1;prodB;58;4618;0;0;1;0
858;62989;1;prodB;32;6925;0;1;1;0
859;65497;1;prodB;62;11806;0;0;1;0
860;63033;1;prodB;25;390;0;7;1;0
861;27287;1;prodA;19;4510;1;54;0;0
862;44299;1;prodB;24;5155;0;10;1;0
863;44091;1;prodB;30;1664;0;10;1;0
864;26617;1;prodB;29;2727;0;3;1;0
865;21856;1;prodB;48;1501;0;4;1;0
866;28073;1;prodB;54;1;0;9;1;0
867;35950;1;prodB;35;2665;0;0;1;0
868;28982;1;prodB;35;1441;0;9;1;0
869;51791;1;prodB;41;1281;0;1;1;0
870;65001;1;prodB;22;1115;0;9;1;0
871;29761;1;prodA;22;3748;1;56;0;0
872;23081;1;prodB;54;258;0;1;1;0
873;60017;1;prodB;23;1523;0;8;1;0
874;54619;1;prodB;54;901;0;7;1;0
875;66274;1;prodB;36;10258;0;3;1;0
876;49381;1;prodB;45;5425;0;9;1;0
877;46283;1;prodB;48;2166;0;7;1;0
878;25555;1;prodB;43;4230;0;4;1;0
879;36680;1;prodA;22;4849;1;50;0;0
880;30384;1;prodB;47;2154;0;4;1;0
881;67730;1;prodA;26;8882;1;48;0;0
882;36447;1;prodB;41;2928;0;3;1;0
883;33649;1;prodB;61;1498;0;5;1;0
884;53853;1;prodB;43;2090;0;6;1;0
885;61298;1;prodB;48;9400;0;6;1;0
886;69466;1;prodB;21;7984;0;9;1;0
887;39102;1;prodB;29;4201;0;10;1;0
888;29367;1;prodA;22;4049;1;52;0;0
889;67950;1;prodB;34;1790;0;10;1;0
890;29469;1;prodA;23;3704;1;58;0;0
891;56839;1;prodB;37;9005;0;4;1;0
892;38278;1;prodB;45;7406;0;1;1;0
893;49664;1;prodB;40;5571;0;10;1;0
894;49972;1;prodB;32;764;0;0;1;0
895;27357;1;prodB;63;2984;0;8;1;0
896;36841;1;prodB;37;6558;0;3;1;0
897;51439;1;prodB;46;6899;0;5;1;0
898;40615;1;prodB;21;2650;0;6;1;0
899;56739;1;prodB;63;3211;0;2;1;0
900;68005;2;prodB;42;2698;0;3;1;0
901;44459;2;prodB;52;1456;0;1;1;0
902;66801;2;prodB;19;289;0;0;1;0
903;48992;1;prodA;19;7453;1;54;0;0
904;69431;2;prodB;59;2648;0;5;1;0
905;27989;2;prodB;28;1771;0;0;1;0
906;67676;2;prodB;38;4396;0;7;1;0
907;47986;1;prodA;34;8802;1;59;0;0
908;43388;2;prodB;36;7007;0;7;1;0
909;63182;2;prodB;26;3493;0;4;1;0
910;20569;2;prodB;26;2257;0;7;1;0
911;25834;1;prodA;19;3716;1;49;0;0
912;23087;2;prodB;38;423;0;8;1;0
913;36125;1;prodA;25;6485;1;40;0;0
914;57331;2;prodB;44;1058;0;3;1;0
915;47240;2;prodB;55;4286;0;1;1;0
916;55731;2;prodB;55;9286;0;1;1;0
917;61660;2;prodB;49;1685;0;1;1;0
918;49747;1;prodA;29;7354;1;54;0;0
919;23974;2;prodB;55;95;0;8;1;0
920;28085;2;prodB;45;4431;0;4;1;0
921;33585;2;prodB;60;3934;0;4;1;0
922;44179;2;prodB;51;5888;0;3;1;0
923;56025;2;prodB;29;4342;0;3;1;0
924;49370;2;prodB;51;109;0;7;1;0
925;26889;2;prodB;63;676;0;6;1;0
926;30873;2;prodB;39;4077;0;10;1;0
927;30609;2;prodB;46;2633;0;5;1;0
928;54878;2;prodB;43;1504;0;8;1;0
929;32424;2;prodB;63;2962;0;6;1;0
930;46608;2;prodB;20;1522;0;8;1;0
931;65689;2;prodB;28;255;0;7;1;0
932;49055;2;prodB;54;1102;0;3;1;0
933;20311;2;prodB;54;1279;0;1;1;0
934;66423;2;prodB;19;1066;0;9;1;0
935;45783;2;prodB;64;7493;0;8;1;0
936;62888;2;prodB;43;6849;0;0;1;0
937;51088;2;prodB;52;9097;0;0;1;0
938;66218;2;prodB;19;745;0;5;1;0
939;62800;2;prodB;35;6753;0;0;1;0
940;45789;2;prodB;36;4545;0;0;1;0
941;59727;2;prodB;50;5203;0;10;1;0
942;35514;2;prodB;61;6983;0;0;1;0
943;29179;2;prodB;64;1664;0;5;1;0
944;67502;2;prodB;50;7590;0;10;1;0
945;66255;2;prodB;29;7475;0;2;1;0
946;63559;2;prodB;36;9283;0;4;1;0
947;63442;2;prodB;19;3119;0;0;1;0
948;64983;1;prodA;27;9110;1;42;0;0
949;56947;2;prodB;55;11176;0;7;1;0
950;52350;2;prodB;36;5182;0;3;1;0
951;31473;2;prodB;28;797;0;7;1;0
952;59267;2;prodB;35;5085;0;8;1;0
953;66809;2;prodB;31;1316;0;5;1;0
954;48083;2;prodB;39;9193;0;10;1;0
955;20629;1;prodA;28;3310;1;48;0;0
956;25363;1;prodA;31;3946;1;49;0;0
957;28874;2;prodB;62;2224;0;9;1;0
958;41431;1;prodA;34;5719;1;59;0;0
959;53612;2;prodB;23;5977;0;0;1;0
960;51556;2;prodB;57;9218;0;5;1;0
961;46564;2;prodB;51;600;0;9;1;0
962;61200;2;prodB;19;407;0;3;1;0
963;29307;2;prodB;61;482;0;7;1;0
964;67687;1;prodA;21;10506;1;49;0;0
965;52565;2;prodB;56;373;0;4;1;0
966;52920;1;prodA;21;9522;1;49;0;0
967;34981;1;prodB;23;5503;1;47;1;0
968;65211;1;prodB;28;12608;1;50;1;0
969;60016;2;prodB;54;2857;0;8;1;0
970;23067;2;prodB;33;1933;0;4;1;0
971;52604;2;prodB;44;2043;0;7;1;0
972;20111;2;prodB;54;1745;0;10;1;0
973;32760;2;prodB;44;5211;0;1;1;0
974;30578;2;prodB;55;3010;0;1;1;0
975;21212;2;prodB;33;932;0;3;1;0
976;53746;1;prodB;29;9535;1;53;1;0
977;45214;2;prodB;18;1780;0;1;1;0
978;58465;1;prodB;20;11417;1;48;1;0
979;54423;2;prodB;59;445;0;3;1;0
980;62842;2;prodB;62;108;0;3;1;0
981;53005;2;prodB;46;2539;0;5;1;0
982;40749;1;prodB;27;6207;1;50;1;0
983;49804;1;prodB;20;7235;1;46;1;0
984;37277;1;prodB;27;6289;1;43;1;0
985;46883;1;prodB;30;6343;1;51;1;0
986;31763;2;prodB;36;3489;0;6;1;0
987;61013;2;prodB;25;1792;0;7;1;0
988;41285;2;prodB;23;532;0;10;1;0
989;39134;2;prodB;22;433;0;6;1;0
990;62172;2;prodB;24;1035;0;7;1;0
991;53639;2;prodB;44;109;0;8;1;0
992;49265;2;prodB;58;3052;0;0;1;0
993;63115;2;prodB;48;11891;0;6;1;0
994;58166;2;prodB;46;4156;0;3;1;0
995;43030;1;prodB;27;6894;1;58;1;0
996;21594;2;prodB;52;458;0;8;1;0
997;49105;2;prodB;36;9452;0;9;1;0
998;65776;2;prodB;40;2806;0;0;1;0
999;36192;1;prodB;21;7236;1;48;1;0
1000;62166;2;prodB;20;4740;0;10;1;0
1001;50793;2;prodB;42;422;0;0;1;0
1002;62422;2;prodB;32;2842;0;10;1;0
1003;63167;2;prodB;57;4059;0;5;1;0
1004;23718;2;prodB;49;1530;0;8;1;0
1005;66798;1;prodB;21;11921;1;60;1;0
1006;30272;2;prodB;19;1440;0;1;1;0
1007;55741;2;prodB;53;3182;0;3;1;0
1008;30743;1;prodB;26;5686;1;57;1;0
1009;20492;2;prodB;35;1579;0;8;1;0
1010;35620;2;prodB;41;3611;0;4;1;0
1011;50206;2;prodB;33;5826;0;5;1;0
1012;67935;2;prodB;61;8267;0;4;1;0
1013;59223;2;prodB;23;3901;0;7;1;0
1014;32657;2;prodB;33;1796;0;1;1;0
1015;55932;2;prodB;23;4054;0;5;1;0
1016;23695;2;prodB;23;764;0;6;1;0
1017;44324;2;prodB;23;2673;0;9;1;0
1018;34735;2;prodB;62;1402;0;9;1;0
1019;67064;2;prodB;23;1092;0;7;1;0
1020;42761;2;prodB;45;611;0;11;1;0
1021;49518;1;prodB;32;7338;1;52;1;0
1022;54372;2;prodB;30;839;0;2;1;0
1023;29942;2;prodB;48;3170;0;1;1;0
1024;68414;2;prodB;51;6154;0;17;1;0
1025;23891;2;prodB;51;3476;0;2;1;0
1026;47188;1;prodB;24;7933;1;44;1;0
1027;39820;2;prodB;63;3577;0;3;1;0
1028;50632;2;prodB;54;1262;0;0;1;0
1029;39970;2;prodB;40;7868;0;18;1;0
1030;55176;2;prodB;49;7823;0;3;1;0
1031;50534;2;prodB;57;118;0;18;1;0
1032;52984;2;prodB;43;5568;0;4;1;0
1033;31188;2;prodB;31;593;0;0;1;0
1034;34910;2;prodB;26;2852;0;8;1;0
1035;53811;2;prodB;51;9154;0;5;1;0
1036;55479;2;prodB;54;6228;0;14;1;0
1037;60394;2;prodB;58;8294;0;1;1;0
1038;36846;2;prodB;52;1790;0;4;1;0
1039;60265;2;prodB;55;2241;0;0;1;0
1040;52982;2;prodB;18;3760;0;9;1;0
1041;50223;1;prodB;21;8735;1;59;1;0
1042;59257;2;prodB;39;9813;0;7;1;0
1043;43203;2;prodB;41;7731;0;7;1;0
1044;46289;1;prodB;24;6054;1;49;1;0
1045;58176;2;prodB;52;9852;0;20;1;0
1046;25631;2;prodB;48;4779;0;16;1;0
1047;58978;1;prodB;30;9442;1;52;1;0
1048;25048;2;prodB;55;2341;0;8;1;0
1049;33436;1;prodB;35;5474;1;50;1;0
1050;23787;2;prodB;36;3042;0;8;1;0
1051;69457;2;prodB;48;13190;0;1;1;0
1052;65448;2;prodB;40;3270;0;1;1;0
1053;68743;2;prodB;56;2290;0;8;1;0
1054;36053;2;prodB;50;2830;0;0;1;0
1055;24821;2;prodB;38;52;0;1;1;0
1056;26046;2;prodB;55;4669;0;10;1;0
1057;60851;2;prodB;60;7207;0;19;1;0
1058;69929;2;prodB;51;12428;0;6;1;0
1059;53299;2;prodB;57;2107;0;17;1;0
1060;48818;2;prodB;49;2312;0;6;1;0
1061;38042;2;prodB;33;3496;0;2;1;0
1062;42120;2;prodB;60;1931;0;12;1;0
1063;62248;2;prodB;39;1871;0;13;1;0
1064;62252;2;prodB;28;1700;0;9;1;0
1065;36973;2;prodB;38;4144;0;9;1;0
1066;54217;1;prodB;27;8837;1;47;1;0
1067;44219;2;prodB;59;1694;0;10;1;0
1068;33274;2;prodB;24;2245;0;2;1;0
1069;54657;1;prodB;18;9911;1;49;1;0
1070;67594;1;prodB;25;9864;1;55;1;0
1071;39473;2;prodB;43;596;0;20;1;0
1072;30572;2;prodB;49;1847;0;10;1;0
1073;50448;2;prodB;58;2444;0;16;1;0
1074;49199;2;prodB;49;484;0;12;1;0
1075;53768;2;prodB;25;3697;0;8;1;0
1076;52810;2;prodB;61;6277;0;0;1;0
1077;38012;1;prodB;19;4625;1;52;1;0
1078;58910;2;prodB;31;3672;0;19;1;0
1079;57915;2;prodB;51;6716;0;10;1;0
1080;39495;2;prodB;29;3544;0;1;1;0
1081;45919;2;prodB;39;1910;0;20;1;0
1082;55649;1;prodB;20;7660;1;58;1;0
1083;27137;2;prodB;19;2253;0;7;1;0
1084;62725;2;prodB;40;9255;0;6;1;0
1085;32922;2;prodB;44;2553;0;12;1;0
1086;28483;2;prodB;20;329;0;6;1;0
1087;44170;2;prodB;24;2169;0;9;1;0
1088;60664;2;prodB;22;5873;0;2;1;0
1089;64502;1;prodB;33;12147;1;41;1;0
1090;28238;2;prodB;50;2728;0;18;1;0
1091;67421;2;prodB;21;3669;0;9;1;0
1092;55643;2;prodB;39;2842;0;1;1;0
1093;56086;2;prodB;35;3991;0;17;1;0
1094;57677;1;prodB;21;10505;1;54;1;0
1095;62536;2;prodB;39;9490;0;19;1;0
1096;60687;2;prodB;48;10614;0;6;1;0
1097;25032;2;prodB;46;681;0;5;1;0
1098;22228;2;prodB;33;2187;0;15;1;0
1099;41435;2;prodB;35;3702;0;18;1;0
1100;43955;2;prodB;52;7833;0;11;1;0
1101;60064;2;prodB;59;6766;0;3;1;0
1102;34636;1;prodB;19;4859;1;49;1;0
1103;63944;1;prodB;33;12214;1;49;1;0
1104;35403;2;prodB;35;2929;0;6;1;0
1105;53654;2;prodB;44;6588;0;6;1;0
1106;23508;2;prodB;53;4623;0;19;1;0
1107;61869;2;prodB;36;1040;0;9;1;0
1108;20675;2;prodB;24;300;0;14;1;0
1109;22128;2;prodB;61;1778;0;10;1;0
1110;27409;2;prodB;38;2591;0;5;1;0
1111;60721;2;prodB;39;3278;0;18;1;0
1112;34760;2;prodB;34;29;0;18;1;0
1113;23057;2;prodB;47;2487;0;10;1;0
1114;42381;2;prodB;36;6833;0;19;1;0
1115;37888;1;prodB;24;5062;1;58;1;0
1116;39989;2;prodB;54;357;0;17;1;0
1117;25027;2;prodB;63;3846;0;5;1;0
1118;43588;2;prodB;41;6453;0;4;1;0
1119;20897;1;prodB;28;2940;1;48;1;0
1120;24905;2;prodB;53;3377;0;1;1;0
1121;66069;2;prodB;36;5627;0;0;1;0
1122;36126;2;prodB;41;3806;0;16;1;0
1123;23627;2;prodB;34;2174;0;8;1;0
1124;30200;2;prodB;63;4872;0;19;1;0
1125;65570;2;prodB;62;12494;0;11;1;0
1126;20617;2;prodB;47;2224;0;6;1;0
1127;25817;1;prodB;22;3683;1;56;1;0
1128;21449;2;prodB;32;1989;0;2;1;0
1129;69370;2;prodB;52;4606;0;16;1;0
1130;34146;2;prodB;31;4075;0;20;1;0
1131;52651;2;prodB;57;6529;0;18;1;0
1132;40069;2;prodB;43;3646;0;2;1;0
1133;39247;2;prodB;48;919;0;17;1;0
1134;56234;2;prodB;58;9642;0;0;1;0
1135;49264;2;prodB;19;802;0;16;1;0
1136;30452;2;prodB;42;475;0;10;1;0
1137;28727;1;prodB;35;3676;1;46;1;0
1138;20113;1;prodB;30;2508;1;45;1;0
1139;43435;2;prodB;52;3672;0;6;1;0
1140;59209;1;prodB;31;11479;1;41;1;0
1141;69311;2;prodB;42;1590;0;16;1;0
1142;60567;2;prodB;40;572;0;12;1;0
1143;22049;2;prodB;54;4199;0;10;1;0
1144;66734;2;prodB;53;5367;0;16;1;0
1145;22209;1;prodB;22;4097;1;54;1;0
1146;49033;2;prodB;55;1778;0;0;1;0
1147;26558;2;prodB;58;22;0;4;1;0
1148;49255;2;prodB;37;4952;0;9;1;0
1149;30218;2;prodB;48;5915;0;20;1;0
1150;56317;1;prodB;25;8045;1;52;1;0
1151;53825;2;prodB;45;431;0;6;1;0
1152;34928;2;prodB;54;1957;0;1;1;0
1153;53287;2;prodB;60;4433;0;10;1;0
1154;32033;2;prodB;50;4583;0;18;1;0
1155;48406;2;prodB;48;3767;0;19;1;0
1156;46133;2;prodB;27;3216;0;6;1;0
1157;29049;2;prodB;58;2563;0;4;1;0
1158;68551;2;prodB;19;3880;0;2;1;0
1159;47475;2;prodB;38;5084;0;0;1;0
1160;50022;2;prodB;24;1054;0;18;1;0
1161;64089;2;prodB;37;6273;0;1;1;0
